customer_id,full_name,email,phone,address,service_plan,connection_type,monthly_fee,data_usage_gb,avg_speed_mbps,promised_speed,uptime_percentage,payment_status,last_payment_date,contract_start_date,active_tickets,ticket_type,ticket_status,last_ticket_date,customer_satisfaction
CUST002905,Hannah Brown,dsmith@example.org,001-710-817-0051x099,"USNS Perez
FPO AE 44778",Premium,Fiber,90.93,579.11,451.77,437.9,99.48,Overdue,2024-09-10,2024-03-12,0,Technical Issue,Open,2024-09-24,10.0
CUST002906,Kendra Palmer,lgarcia@example.org,366.953.7084x00470,"028 Zimmerman Way
Port James, MT 17852",Standard,Satellite,69.93,96.25,126.75,175.04,96.42,Paid,2024-01-07,2023-05-27,0,Service Request,Closed,2023-09-12,10.0
CUST002907,Cynthia Glenn,jacob93@example.net,+1-299-888-6988x1864,"30201 Julie Isle Apt. 901
West Melissachester, WI 47301",Premium,Satellite,103.29,316.25,217.49,344.01,96.81,Paid,2024-04-22,2024-04-15,0,Service Request,Closed,2024-11-11,10.0
CUST002908,Ross Cooper,karenarmstrong@example.com,286.739.6238x75392,"336 Manning Mission Apt. 753
Andrewberg, MH 48482",Standard,Cable,50.9,838.88,171.96,191.99,98.61,Overdue,2024-04-01,2023-09-09,0,Technical Issue,In Progress,2023-09-09,10.0
CUST002909,Sarah Fowler,fuentesjoyce@example.net,439.480.3537,"9322 Mitchell Cliffs Apt. 547
West Katherineport, MA 24622",Enterprise,Satellite,187.77,127.85,358.73,558.86,95.53,Paid,2024-10-06,2023-03-11,1,Service Request,Open,2024-11-24,10.0
CUST002910,Karen Garcia,josephbridges@example.net,(357)433-6959,"54274 Erin Spring
Craigstad, CA 95906",Basic,Satellite,30.14,324.69,45.94,68.85,96.69,Paid,2024-05-22,2024-05-21,0,Billing Query,Closed,2024-08-16,10.0
CUST002911,Philip Bryant,patriciasnyder@example.net,6552685450,"PSC 7956, Box 6852
APO AA 57920",Premium,Satellite,93.49,777.46,290.79,413.7,94.12,Paid,2024-11-26,2024-11-12,0,Connection Problem,In Progress,2024-12-20,10.0
CUST002912,Alexandria Jones,cwhite@example.org,3705548984,"78101 Phillips Mount Suite 402
Martinview, FM 47351",Premium,DSL,103.15,128.83,248.4,317.65,96.43,Pending,2024-11-16,2024-10-30,0,Technical Issue,Resolved,2024-12-18,10.0
CUST002913,Tyler Rodriguez,samanthaharrison@example.net,982-917-0327x9762,"9913 Mario Shore Apt. 634
North Jasonland, KS 71391",Basic,Fiber,41.7,284.3,52.28,55.37,99.33,Paid,2024-03-27,2023-09-13,0,Connection Problem,Open,2023-09-13,10.0
CUST002914,Justin Patterson,jessicamyers@example.org,579.205.9595,"3718 Jeffrey Rapid Apt. 672
Carpenterstad, AZ 36122",Standard,Satellite,67.49,402.64,97.21,149.26,95.93,Overdue,2023-04-10,2023-04-09,1,Connection Problem,In Progress,2024-05-03,10.0
CUST002915,Nathaniel Daniel,morriscynthia@example.net,429.381.8382,"08359 Hill Harbor Suite 972
South Laurenview, IA 42510",Basic,DSL,33.88,888.04,68.04,84.56,97.66,Overdue,2024-11-14,2024-04-05,0,Billing Query,Resolved,2024-05-12,10.0
CUST002916,Anthony Cantrell,campbellvalerie@example.org,+1-999-906-1172,"39600 Gray Locks
New Lauraborough, FM 87039",Basic,Satellite,49.01,878.27,47.51,74.11,94.87,Paid,2024-08-31,2023-12-05,2,Billing Query,In Progress,2024-04-24,9.18
CUST002917,Christine Lynch,rstrong@example.com,8926127108,"46802 Timothy Circles
West Maria, VA 10656",Standard,Cable,67.58,569.41,119.02,140.59,97.31,Paid,2024-05-10,2023-03-13,0,Service Request,Closed,2024-09-27,10.0
CUST002918,Gary Hanna,qwright@example.net,319.290.1578,"16857 Destiny Groves Suite 054
Torresberg, WI 64040",Enterprise,Fiber,189.19,285.57,719.25,716.61,99.28,Pending,2024-08-16,2024-03-24,0,Connection Problem,Open,2024-09-20,10.0
CUST002919,Bryan Jackson,briannastephens@example.org,238.601.8959x0507,"448 Jimmy Summit Apt. 854
Kimberlyton, ME 39902",Premium,Satellite,81.9,254.51,359.32,487.22,95.22,Pending,2024-12-02,2024-09-18,0,Technical Issue,In Progress,2024-09-27,10.0
CUST002920,Michelle Young,ahenderson@example.net,665-255-1420,"276 Susan Trafficway
Alexandraside, IL 99210",Basic,DSL,38.85,53.76,55.83,63.51,96.06,Paid,2024-12-16,2024-07-14,0,Technical Issue,In Progress,2024-09-24,10.0
CUST002921,Mrs. Stephanie Hansen,don10@example.net,571-854-3360,"309 Katherine Mews Suite 788
Parkerburgh, TN 67422",Premium,Cable,81.62,842.39,280.66,309.95,97.05,Paid,2023-09-29,2023-06-11,0,Technical Issue,In Progress,2023-08-19,10.0
CUST002922,Robin Blake,vgordon@example.com,(209)850-5866,"366 Dennis Prairie Suite 326
Reedbury, WI 03869",Premium,Fiber,80.99,806.84,375.16,383.87,99.72,Paid,2024-04-03,2023-02-28,0,Billing Query,Resolved,2024-01-13,10.0
CUST002923,Janet Garcia,espinozaerin@example.net,580-279-9895x14546,"6424 Ethan Land Apt. 413
Olsonfort, GA 53896",Enterprise,Cable,155.23,991.17,669.03,779.29,98.3,Paid,2024-07-15,2024-06-19,0,Billing Query,Open,2024-10-23,10.0
CUST002924,Frank Zhang,carterbrianna@example.org,445-339-6879,"921 Miles Cove Suite 996
Downsstad, MP 03496",Standard,Satellite,68.76,472.31,195.97,294.32,94.58,Paid,2024-09-29,2024-09-26,0,Service Request,Resolved,2024-10-19,10.0
CUST002925,Cristian Roberts,josephgibson@example.net,766-343-5143x92430,"Unit 5314 Box 0774
DPO AP 65011",Standard,Fiber,57.1,272.83,292.12,282.15,99.69,Pending,2024-08-20,2024-05-04,0,Technical Issue,Open,2024-10-26,10.0
CUST002926,Andrew Martinez,stephen96@example.com,001-820-610-4838x0589,"28870 Jones Dale Suite 405
East Greg, RI 43805",Enterprise,Cable,158.91,239.83,612.17,750.18,97.09,Paid,2024-09-19,2024-08-11,0,Billing Query,Closed,2024-11-20,10.0
CUST002927,Richard Waller,welchkimberly@example.org,001-394-826-5636x7315,"829 Tina Plain Apt. 974
Crystalberg, LA 23064",Basic,Fiber,39.47,132.84,80.5,76.85,99.24,Overdue,2024-05-21,2023-11-03,1,Service Request,Closed,2024-02-27,10.0
CUST002928,Jennifer Jackson,steventodd@example.com,001-591-943-0362,"09589 Sanders Ports
Lake Stephen, AK 64936",Enterprise,Cable,131.48,892.94,498.52,513.6,97.51,Paid,2024-04-29,2023-06-04,0,Billing Query,In Progress,2024-07-30,10.0
CUST002929,Elizabeth Allen,terrilittle@example.com,995-908-8293x2359,"588 Harrison Ways
North Derrick, CA 78692",Premium,Satellite,80.68,673.35,247.6,331.58,94.6,Pending,2024-04-25,2022-12-28,1,Connection Problem,In Progress,2023-12-03,10.0
CUST002930,Jessica Campos,jacob81@example.com,+1-433-849-0539x95970,"0709 Rhonda Fall
South Sarah, NJ 63499",Standard,Satellite,63.12,388.6,92.65,141.98,96.51,Paid,2023-01-08,2023-01-01,0,Technical Issue,Closed,2024-06-18,10.0
CUST002931,Charles Beck,andrewprice@example.com,+1-785-389-0299,"6737 Cummings Points
West Timothy, MA 69197",Premium,Satellite,108.85,612.75,222.66,349.08,94.47,Paid,2024-12-03,2023-09-14,3,Connection Problem,In Progress,2024-01-29,8.72
CUST002932,Andrew Martinez,gonzalezkimberly@example.net,(477)322-3379x8407,"79843 Craig Loaf
West Matthew, TN 73925",Enterprise,Fiber,155.09,339.76,664.05,713.18,99.17,Paid,2023-12-13,2023-12-01,1,Connection Problem,Closed,2024-10-15,10.0
CUST002933,Travis Parrish,brownlisa@example.org,320.819.2024,"670 Justin Place Suite 689
Wrightchester, PA 89012",Enterprise,Fiber,148.77,143.8,902.56,869.68,99.27,Overdue,2024-11-20,2024-10-14,0,Billing Query,Open,2024-12-12,10.0
CUST002934,Michael Cochran,charlessmith@example.com,3242982361,"39329 Dean Bypass Apt. 698
West Melissaberg, OH 38424",Enterprise,Fiber,189.5,184.56,505.39,555.77,99.82,Paid,2024-05-25,2023-02-25,2,Service Request,Closed,2023-08-18,10.0
CUST002935,Barbara Harris,wallacerobert@example.com,+1-837-339-2065x5736,"17282 Sarah Square Suite 401
Jamesville, WI 65568",Standard,Satellite,64.04,389.9,80.38,106.79,95.87,Paid,2024-05-19,2023-11-11,1,Billing Query,Open,2024-05-20,10.0
CUST002936,Jeremy Jenkins,randall99@example.net,882-320-0082x447,"116 Michele Underpass
Nolanside, NM 00552",Enterprise,Satellite,155.15,336.18,686.6,981.45,97.37,Paid,2024-01-02,2023-01-15,0,Connection Problem,Closed,2023-09-16,10.0
CUST002937,Alan Bennett,castillomatthew@example.com,+1-861-837-9121x7854,"1844 Kirby Estate
Coxview, TN 22943",Standard,Cable,68.24,626.69,115.28,121.65,97.53,Paid,2024-07-19,2024-03-23,0,Technical Issue,Closed,2024-06-03,10.0
CUST002938,Jennifer Gutierrez,meyerjohn@example.com,793-926-3068x242,"2110 Frank Avenue Apt. 968
New Michaelbury, UT 41334",Standard,Fiber,59.56,99.76,112.94,117.93,99.19,Pending,2024-10-17,2024-10-04,0,Billing Query,Open,2024-12-02,10.0
CUST002939,Shelley Patton,zestes@example.com,+1-431-968-8618x98743,"2417 Charles Viaduct
Crystalburgh, CT 71518",Premium,DSL,114.33,81.41,394.58,462.56,97.81,Paid,2023-11-09,2023-10-11,1,Service Request,Closed,2024-09-05,10.0
CUST002940,Shane Higgins,deborah46@example.org,960.525.8303,"80807 Baker Bypass
North Georgetown, AL 70284",Enterprise,Satellite,156.17,845.82,534.05,800.78,95.36,Paid,2024-03-30,2023-10-20,0,Service Request,In Progress,2024-04-11,10.0
CUST002941,Amy Crawford,zbenson@example.com,212-299-4635x4338,"98828 Kimberly Fields
Kimberlystad, NV 30975",Enterprise,Satellite,195.05,474.03,607.0,882.91,95.38,Pending,2024-05-01,2023-02-12,0,Connection Problem,Open,2023-07-11,10.0
CUST002942,Deborah Klein,sandrews@example.com,+1-403-239-3076x110,"906 Smith Station Apt. 624
Jonathanmouth, IN 13364",Enterprise,Fiber,164.4,947.52,712.73,722.02,99.86,Paid,2024-09-15,2024-08-23,0,Connection Problem,Resolved,2024-11-09,10.0
CUST002943,Wayne Bell,jennifer53@example.com,249.387.8384,"2071 Shaw Track
Jamesland, OK 34415",Premium,Satellite,96.95,986.79,247.39,375.23,94.96,Pending,2024-06-25,2024-03-19,0,Connection Problem,In Progress,2024-12-19,10.0
CUST002944,Rachel Jimenez,sheila12@example.org,556.605.4190x147,"4782 Burgess Run
Jamesside, MO 69892",Standard,Satellite,73.87,194.65,155.4,217.44,96.97,Overdue,2023-11-20,2023-04-21,0,Service Request,In Progress,2024-11-02,10.0
CUST002945,Mrs. Hannah Schultz DDS,greed@example.net,+1-725-958-0652x64644,"288 Zimmerman Loaf
North Hannahshire, WY 91607",Premium,Fiber,95.1,661.98,329.74,317.44,99.09,Paid,2024-10-27,2023-03-08,0,Service Request,In Progress,2024-04-09,10.0
CUST002946,Dylan Roy,brownmark@example.net,+1-472-602-6938x7166,"790 Cody Street
Lake Joshuafort, AK 63291",Premium,Cable,117.27,387.08,295.96,338.19,99.37,Paid,2024-10-13,2024-10-13,2,Billing Query,Open,2024-10-21,10.0
CUST002947,Sherri Thomas,nicolemoss@example.org,(295)912-8480x79672,"743 Bruce Estates Apt. 692
Kathrynland, AR 63412",Basic,Satellite,42.36,681.12,38.76,54.49,94.34,Paid,2024-10-14,2023-12-30,0,Technical Issue,Closed,2024-08-20,10.0
CUST002948,Whitney Manning,thomasernest@example.com,(319)571-2750,"20707 Brianna Points
Elizabethstad, VI 44464",Standard,Satellite,50.71,86.01,104.84,158.34,96.47,Paid,2024-12-02,2024-07-02,0,Technical Issue,Closed,2024-09-13,10.0
CUST002949,Laura Elliott,morrisonjulie@example.com,001-807-301-3529x3527,"8609 Thompson Junction
Snowland, OR 61410",Standard,Satellite,78.3,918.46,195.65,267.31,97.47,Paid,2024-08-17,2024-05-15,0,Service Request,Resolved,2024-08-08,10.0
CUST002950,Austin Williams,casey06@example.net,001-758-552-4085x934,"4645 Matthew Green
East Peterfort, AR 80613",Premium,Satellite,98.98,565.63,240.98,326.43,96.45,Paid,2024-05-19,2023-03-20,1,Technical Issue,In Progress,2023-10-20,10.0
CUST002951,Jessica Kirby,lawsonangela@example.com,979-890-2369,"2622 Edward Flat Suite 852
Anaside, CT 76192",Standard,DSL,61.82,311.02,222.44,275.14,96.51,Paid,2024-10-04,2024-09-06,2,Technical Issue,Closed,2024-11-21,10.0
CUST002952,Dennis Fuentes,amanda48@example.com,399-511-6443,"16932 Stafford Turnpike
Lake Michaelburgh, NE 29187",Premium,DSL,84.22,430.33,234.63,325.86,98.29,Paid,2024-09-13,2023-07-06,0,Billing Query,Closed,2023-12-30,10.0
CUST002953,Samantha Mcintosh,douglasmorris@example.net,001-852-900-6027x199,"93972 Curtis Trace
Kennethfurt, CO 74441",Premium,DSL,95.84,881.03,290.63,354.03,97.58,Paid,2024-07-24,2024-05-29,0,Service Request,Resolved,2024-10-07,10.0
CUST002954,Jennifer Medina,robertrose@example.com,(937)916-8422,"7436 Jason Station Suite 132
New Brandonmouth, AZ 37536",Standard,Satellite,53.72,916.89,149.92,206.24,94.6,Paid,2023-05-31,2023-03-15,1,Technical Issue,In Progress,2024-01-25,10.0
CUST002955,Victor Jones,james87@example.org,260-289-1764x02003,"253 Ellis Crossroad
Cooperport, AK 88345",Premium,DSL,95.41,959.94,260.01,322.09,96.33,Paid,2024-11-02,2024-10-29,1,Connection Problem,Resolved,2024-11-12,10.0
CUST002956,Jennifer Boyd,logancampbell@example.net,(744)815-9515x61033,"81476 Elizabeth Meadow
North Kimberly, OH 49959",Enterprise,Fiber,160.06,817.47,689.27,675.26,99.87,Paid,2024-03-28,2023-08-06,0,Technical Issue,Resolved,2024-11-25,10.0
CUST002957,Scott Contreras,deanmadison@example.org,773.292.9027x4038,"25922 Roach Villages
North Josephfort, RI 73213",Premium,Satellite,84.21,566.24,334.75,442.02,96.62,Paid,2023-08-02,2023-04-28,0,Service Request,Open,2024-10-02,10.0
CUST002958,Joseph Richards,moorelinda@example.org,001-322-544-5995x2780,"7376 Carpenter Crescent Apt. 804
Wagnerton, PA 14207",Standard,Cable,78.13,788.04,161.41,186.04,97.21,Paid,2024-01-25,2023-05-12,0,Technical Issue,Closed,2024-04-18,10.0
CUST002959,David Powers,william57@example.net,711.667.6992x12186,"567 Terri Manor
Lake Matthewmouth, MN 44889",Premium,Satellite,87.09,461.36,283.51,383.06,94.18,Paid,2024-10-25,2024-10-18,1,Connection Problem,Resolved,2024-11-18,10.0
CUST002960,Megan Flores,mcdonalddavid@example.net,(930)834-1610x761,"55540 Bates Roads Apt. 674
Hoovermouth, KY 13400",Enterprise,Cable,135.62,784.77,556.97,640.39,97.21,Paid,2023-11-26,2023-02-16,0,Connection Problem,Resolved,2024-02-28,10.0
CUST002961,Bianca Williams,nharrington@example.org,258.855.7635,"07563 Jacob Ranch Suite 436
Fitzgeraldborough, PA 27376",Enterprise,Cable,188.48,894.53,748.33,768.18,97.59,Paid,2024-02-12,2023-11-14,1,Technical Issue,Open,2024-11-30,10.0
CUST002962,Wendy Cook,halljennifer@example.com,+1-376-870-6624x39494,"542 Paul Union
Garzamouth, NC 67358",Basic,DSL,43.83,975.14,70.33,94.73,95.22,Paid,2024-10-14,2024-05-01,1,Technical Issue,Closed,2024-10-22,10.0
CUST002963,Alexander Pearson,hernandezmichaela@example.net,+1-692-205-5987x71652,"993 Sarah Freeway Suite 097
North Petermouth, MP 90798",Basic,Fiber,37.42,265.69,61.42,56.12,99.37,Paid,2024-04-01,2023-07-12,0,Service Request,In Progress,2024-01-13,10.0
CUST002964,Andrea Simpson,yatessarah@example.com,+1-980-431-5531x66452,"9408 Gilbert Alley Apt. 810
Marcuston, DC 30325",Standard,Satellite,56.54,764.0,133.23,179.59,97.01,Paid,2024-01-11,2023-08-21,1,Service Request,Resolved,2024-07-17,10.0
CUST002965,Karen Perry,laura21@example.org,753.208.8516x5642,"7905 Ramos Grove Suite 347
Thomashaven, VI 83746",Basic,DSL,48.71,303.85,73.08,92.08,96.56,Paid,2024-04-23,2024-04-16,1,Billing Query,Resolved,2024-07-23,10.0
CUST002966,Michael Horton,longlinda@example.net,001-366-678-2648,"6790 Darryl Estates Apt. 690
Wilsontown, PW 54478",Enterprise,DSL,152.79,251.59,558.92,649.4,97.79,Paid,2024-12-20,2024-11-30,2,Billing Query,Closed,2024-12-01,10.0
CUST002967,Frank Baker,eruiz@example.net,+1-503-524-2223x3244,"Unit 1796 Box 2751
DPO AP 10679",Basic,Fiber,43.93,232.92,79.97,79.25,99.63,Paid,2024-09-28,2024-09-09,0,Billing Query,In Progress,2024-11-16,10.0
CUST002968,April Serrano,aimee12@example.com,950-519-6727x6582,"8304 Hebert Wall
South Jackmouth, LA 81333",Basic,Cable,32.54,896.31,49.96,53.47,97.61,Paid,2024-09-19,2024-09-02,0,Service Request,In Progress,2024-09-03,10.0
CUST002969,Mrs. Katie Green,trogers@example.org,(539)898-6157x97301,"8558 Gamble Extensions
Beltranmouth, VT 40497",Basic,Fiber,41.44,59.63,102.49,98.51,99.27,Paid,2024-07-10,2024-03-15,0,Service Request,Open,2024-05-11,10.0
CUST002970,Connie Wells,bshea@example.net,+1-338-929-7397,"110 Edwards Trafficway
New Elizabethmouth, ND 13933",Enterprise,DSL,145.48,183.72,614.03,716.47,95.61,Paid,2024-10-25,2024-08-30,0,Connection Problem,Closed,2024-09-12,10.0
CUST002971,Andrew Gonzalez,patriciasanchez@example.com,(313)572-4947x799,"047 Michael Streets
New Darrellview, NJ 99874",Enterprise,Satellite,159.64,440.2,535.32,699.57,97.31,Paid,2023-04-15,2023-03-22,0,Billing Query,Open,2023-08-05,10.0
CUST002972,Wayne Wood,madisonsimmons@example.net,+1-778-723-2456x61016,"5851 Todd Vista
South Leahside, FL 49165",Standard,Satellite,79.0,416.68,101.55,147.51,97.49,Paid,2024-10-28,2024-10-27,1,Technical Issue,Closed,2024-11-08,10.0
CUST002973,Danielle Allen,aschroeder@example.net,423.829.7818x66446,"4275 Laura Key Suite 547
Christopherhaven, AR 25836",Standard,Fiber,69.88,225.67,110.69,117.36,99.19,Paid,2024-03-28,2023-10-19,0,Connection Problem,In Progress,2024-07-22,10.0
CUST002974,Cassandra Moore,terrihayes@example.net,(693)717-4521x1423,"59257 Gabriella Mills Suite 793
New Alexandra, WA 48778",Standard,Cable,77.3,139.12,209.74,223.06,97.37,Paid,2023-10-23,2023-09-29,0,Technical Issue,Open,2024-06-28,10.0
CUST002975,Jonathan Fitzpatrick,taylormorales@example.org,640.239.8960x83494,"8843 Robinson Fields
Arnoldland, MH 55409",Premium,Fiber,108.2,226.07,399.19,372.47,99.32,Paid,2024-04-07,2024-04-07,2,Connection Problem,Open,2024-07-08,10.0
CUST002976,Paul Hamilton,baldwinnicole@example.org,+1-827-474-5365x03364,"839 Jessica Stream
South Amandashire, NY 16014",Basic,DSL,32.72,84.18,51.03,66.3,97.82,Paid,2023-09-15,2023-04-24,0,Billing Query,Resolved,2023-06-08,10.0
CUST002977,Mark Smith,douglascharles@example.net,662-601-5983x6189,"35230 Thomas Forks
Larsonstad, CT 74186",Enterprise,Cable,194.15,415.09,727.73,807.26,98.66,Paid,2024-09-22,2024-07-22,0,Connection Problem,Closed,2024-11-30,10.0
CUST002978,James Smith,roberthancock@example.org,361.446.7051x64446,"0510 Julie Burg
Lake Brianshire, MA 94686",Basic,Satellite,49.18,395.62,42.48,56.71,94.8,Pending,2024-05-04,2024-01-29,0,Technical Issue,In Progress,2024-03-12,10.0
CUST002979,Jessica Henderson,allen46@example.net,+1-296-627-4837,"210 Giles Rue
North Amandachester, TX 69440",Enterprise,DSL,127.27,649.68,665.76,845.01,98.0,Paid,2024-12-13,2024-07-17,2,Billing Query,Closed,2024-10-27,10.0
CUST002980,Christian Schultz,chadfleming@example.org,+1-677-263-1390x80488,"1918 Fowler Valley
New Juliamouth, DC 31386",Basic,Satellite,45.51,673.67,41.74,57.5,95.43,Paid,2024-11-20,2024-11-12,1,Billing Query,Resolved,2024-11-23,10.0
CUST002981,Kimberly Benjamin,matthewthomas@example.com,930-382-1931x3997,"674 Russell Estate Suite 702
New Christine, DE 68500",Enterprise,DSL,157.28,109.12,557.48,717.62,95.86,Paid,2024-10-25,2024-05-26,0,Service Request,Closed,2024-12-02,10.0
CUST002982,Melvin Meyer,vasqueznicole@example.org,376-771-6047x446,"622 Betty Terrace
Christopherborough, KS 41036",Enterprise,DSL,134.54,931.37,705.23,853.08,97.85,Pending,2024-11-11,2024-09-16,0,Connection Problem,In Progress,2024-10-02,10.0
CUST002983,Amanda Miles,ugreen@example.com,(603)994-7876x289,"76181 Harrison Freeway Suite 127
South Jessica, SD 10793",Premium,Fiber,102.7,321.13,462.57,451.8,99.03,Paid,2024-10-26,2024-08-22,0,Service Request,Closed,2024-11-05,10.0
CUST002984,Joseph Johnson,robinsonjenna@example.net,5425454654,"8225 Bonnie Coves
Turnermouth, IA 56504",Standard,Fiber,53.06,555.69,202.56,192.02,99.36,Paid,2024-12-01,2024-11-06,0,Technical Issue,Closed,2024-12-06,10.0
CUST002985,Matthew Martinez,nancyjohnson@example.org,(565)390-7321,"457 Jeremy Village
East Jamie, IA 86471",Enterprise,DSL,128.23,544.22,649.88,846.92,97.54,Paid,2024-05-24,2023-02-03,3,Billing Query,In Progress,2023-05-23,10.0
CUST002986,Anthony Anderson,newmanryan@example.net,673.333.6663x68673,"25703 Morales Ranch
East Brianside, IL 72709",Enterprise,Fiber,132.86,103.98,706.74,769.1,99.76,Pending,2024-05-11,2024-03-12,0,Service Request,In Progress,2024-12-14,10.0
CUST002987,Jason Brown,jared85@example.org,001-283-702-9436x6411,"264 Travis Shore
Hawkinsshire, PR 92862",Enterprise,Satellite,168.35,536.2,610.79,834.41,96.16,Paid,2024-10-07,2024-03-08,0,Technical Issue,Closed,2024-06-07,10.0
CUST002988,John Neal,irobinson@example.net,738-754-6547x9150,"6154 Bernard Fork
East Dawnborough, PR 22197",Enterprise,Cable,140.48,161.04,518.47,639.21,97.88,Paid,2024-10-21,2024-06-12,1,Technical Issue,Closed,2024-10-11,10.0
CUST002989,Mary Young,andrewsteresa@example.com,+1-777-780-1827,"728 Maria Valleys
New Kathleentown, NY 03360",Premium,Satellite,81.7,80.91,301.43,416.0,97.36,Pending,2023-10-25,2023-04-28,0,Billing Query,Open,2024-07-29,10.0
CUST002990,Eric Lopez,emily39@example.com,(788)450-4612,"64901 Karen Key Apt. 548
Blakemouth, GA 24509",Standard,Fiber,51.18,761.32,312.3,297.42,99.04,Paid,2024-12-18,2024-11-18,0,Service Request,Closed,2024-11-28,10.0
CUST002991,Daniel Yang,adam74@example.org,387-469-5504,"389 Logan Ports Apt. 306
Henryland, TN 60509",Standard,Satellite,75.62,956.09,69.04,100.31,94.29,Paid,2024-05-16,2024-01-09,0,Billing Query,Closed,2024-05-02,10.0
CUST002992,Craig Fields,daniel90@example.com,001-853-882-6517,"313 Bowers River Apt. 194
Coltonshire, HI 80730",Basic,Cable,40.18,735.26,83.86,96.62,98.88,Paid,2024-12-18,2024-02-27,0,Technical Issue,Resolved,2024-12-05,10.0
CUST002993,Sandra Brown,april96@example.net,001-396-297-5200x48360,"9351 Mary Terrace
North Patricia, IN 14856",Premium,Fiber,103.23,803.99,492.81,469.15,99.26,Paid,2024-07-18,2024-02-08,2,Technical Issue,In Progress,2024-08-07,10.0
CUST002994,Monique Gibbs,jacquelinemayer@example.org,517.550.0967x6723,"317 William Estate Apt. 469
Maryburgh, NH 68342",Premium,DSL,109.36,448.73,342.27,446.91,96.35,Paid,2024-04-01,2023-01-09,0,Connection Problem,Resolved,2024-03-08,10.0
CUST002995,Travis Johnson,bmclean@example.com,(680)646-1879,"96644 Krueger Ridges
Nathanieltown, TX 62258",Basic,Cable,33.48,823.41,48.91,53.75,97.18,Paid,2024-09-05,2024-08-23,0,Service Request,Open,2024-08-23,10.0
CUST002996,Michelle Gray,gsmith@example.net,432.245.8222,"55221 Patterson Route
New Ericfurt, ID 55062",Basic,Cable,32.09,545.29,55.76,58.53,98.75,Paid,2024-12-17,2023-09-25,0,Service Request,In Progress,2024-04-03,10.0
CUST002997,Erin Davis,carolhenry@example.com,(442)788-3726x597,"86793 James Creek
Curtiston, NV 62017",Standard,Fiber,71.1,72.71,222.02,230.23,99.61,Overdue,2024-07-27,2023-09-30,1,Billing Query,Open,2024-10-19,10.0
CUST002998,Natalie Harris,freemantroy@example.net,001-784-499-8629,"Unit 4002 Box 2532
DPO AA 09558",Standard,Fiber,74.96,732.44,288.19,264.15,99.28,Paid,2024-04-17,2023-05-11,0,Service Request,Open,2023-12-22,10.0
CUST002999,Scott Sharp,codyjordan@example.com,(873)714-6122x4259,"161 Flores Estates Apt. 054
Lake Michelleberg, MH 83371",Premium,Cable,85.72,164.54,431.44,460.48,98.11,Pending,2024-11-17,2024-05-08,0,Service Request,Closed,2024-08-31,10.0
CUST003000,Adrienne Diaz,wclark@example.com,243-659-9854x12297,"06490 Kathleen Parks Apt. 795
New Nathanberg, KS 48665",Standard,Satellite,54.69,528.2,117.62,174.04,95.44,Paid,2024-07-09,2023-02-09,0,Connection Problem,Open,2023-09-02,10.0
CUST003001,Mary Nelson,lindawest@example.com,299-235-2175,"USCGC Hunt
FPO AP 66101",Standard,Fiber,65.9,262.27,244.37,266.44,99.78,Paid,2024-04-10,2023-10-07,0,Billing Query,Open,2024-05-18,10.0
CUST003002,Lisa Ballard,stacy37@example.org,(685)751-5007x146,"2756 Conway Club
West Meganberg, WY 32349",Basic,DSL,40.26,310.93,52.05,62.2,98.44,Paid,2024-03-09,2023-09-24,2,Technical Issue,In Progress,2024-10-19,10.0
CUST003003,David White,carpenterjudy@example.org,209.588.0373x8898,"26582 James Ridge
Pamelabury, LA 56569",Premium,Fiber,94.83,266.12,392.8,404.72,99.72,Paid,2023-09-26,2023-06-11,0,Connection Problem,In Progress,2024-08-01,10.0
CUST003004,Traci Chen,matthew37@example.net,(207)766-7528,"448 Diaz Drive
Mooneytown, WI 13093",Standard,Cable,62.1,627.55,165.1,184.29,98.43,Paid,2024-04-25,2023-12-23,0,Billing Query,In Progress,2024-09-03,10.0
CUST003005,William Hernandez,brianbenson@example.com,201.204.4569x978,"3629 Williams Loaf Apt. 814
Robertstad, GA 74869",Premium,Satellite,85.33,707.51,231.78,322.28,96.08,Paid,2024-12-10,2024-08-17,0,Service Request,In Progress,2024-09-21,10.0
CUST003006,Paul Davis,donnatrevino@example.com,246-742-1654,"Unit 0105 Box 7109
DPO AE 38241",Enterprise,Fiber,144.2,613.31,493.99,519.67,99.89,Pending,2023-04-16,2023-03-12,1,Service Request,Open,2023-06-30,10.0
CUST003007,Raymond Moore,jennifer40@example.com,937.717.1075x21171,"7024 Colleen Points
East Josephberg, WV 39070",Standard,DSL,67.72,113.91,111.49,138.15,95.51,Paid,2024-11-19,2023-04-17,0,Service Request,Open,2023-08-23,10.0
CUST003008,Mary Lopez,karenbarajas@example.org,400-262-8881x8972,"069 Coleman Ranch
Mcknighthaven, PW 57589",Basic,DSL,40.19,910.5,71.81,99.25,98.24,Paid,2024-09-07,2023-08-19,0,Technical Issue,Closed,2024-01-05,10.0
CUST003009,Tonya Morgan PhD,bentoncarrie@example.net,945.521.7369,"5023 Joseph Underpass
East Ritamouth, UT 45041",Enterprise,Cable,178.95,651.49,614.55,700.37,98.9,Paid,2023-08-09,2023-04-30,0,Connection Problem,Resolved,2024-10-04,10.0
